Date,WindSpeed,Sunshine,AirPressure,Radiation,RelativeAirHumidity,hour,dayofweek,dayofyear
2017-08-17T08:00:00.000000,3.2,26.0,1017.1,222.1,84,8,4,229
2017-08-17T09:00:00.000000,2.7,36.0,1017.4,336.5,70,9,4,229
2017-08-17T10:00:00.000000,2.0,60.0,1017.1,549.0,68,10,4,229
2017-08-17T11:00:00.000000,3.2,60.0,1016.5,639.9,63,11,4,229
2017-08-17T12:00:00.000000,3.0,49.0,1015.9,521.1,61,12,4,229
2017-08-17T13:00:00.000000,4.1,32.0,1015.5,545.2,58,13,4,229
2017-08-17T14:00:00.000000,2.5,5.0,1014.9,373.2,56,14,4,229
2017-08-17T15:00:00.000000,3.8,0.0,1014.5,321.4,60,15,4,229
2017-08-17T16:00:00.000000,4.6,0.0,1014.3,237.1,65,16,4,229
2017-08-17T17:00:00.000000,3.0,0.0,1013.9,150.4,59,17,4,229
2017-08-17T18:00:00.000000,1.7,0.0,1013.2,74.4,63,18,4,229
2017-08-17T19:00:00.000000,1.7,0.0,1012.6,29.9,66,19,4,229
2017-08-17T20:00:00.000000,1.6,0.0,1012.1,-0.9,68,20,4,229
2017-08-17T21:00:00.000000,2.5,0.0,1011.3,-7.1,77,21,4,229
2017-08-17T22:00:00.000000,2.3,0.0,1010.7,-7.6,79,22,4,229
2017-08-17T23:00:00.000000,2.2,0.0,1010.3,-8.0,90,23,4,229
2017-08-18T00:00:00.000000,3.1,0.0,1009.2,-5.7,96,0,5,230
2017-08-18T01:00:00.000000,4.3,0.0,1008.1,-4.0,97,1,5,230
2017-08-18T02:00:00.000000,3.3,0.0,1007.3,-4.3,99,2,5,230
2017-08-18T03:00:00.000000,2.2,0.0,1006.7,-4.6,100,3,5,230
2017-08-18T04:00:00.000000,1.6,0.0,1006.3,-4.8,100,4,5,230
2017-08-18T05:00:00.000000,0.9,0.0,1006.0,-5.3,100,5,5,230
2017-08-18T06:00:00.000000,1.8,0.0,1005.8,-1.0,100,6,5,230
2017-08-18T07:00:00.000000,3.1,0.0,1005.9,12.6,100,7,5,230
2017-08-18T08:00:00.000000,3.8,0.0,1006.2,47.5,99,8,5,230
2017-08-18T09:00:00.000000,3.1,0.0,1006.5,86.3,99,9,5,230
2017-08-18T10:00:00.000000,3.6,4.0,1006.6,201.7,88,10,5,230
2017-08-18T11:00:00.000000,3.9,2.0,1006.9,228.5,83,11,5,230
2017-08-18T12:00:00.000000,2.1,1.0,1006.8,134.3,89,12,5,230
2017-08-18T13:00:00.000000,2.2,30.0,1006.5,477.3,71,13,5,230
2017-08-18T14:00:00.000000,5.6,13.0,1006.7,349.1,67,14,5,230
2017-08-18T15:00:00.000000,4.6,5.0,1006.6,236.5,70,15,5,230
2017-08-18T16:00:00.000000,4.5,12.0,1006.6,242.0,77,16,5,230
2017-08-18T17:00:00.000000,3.9,9.0,1006.6,210.2,76,17,5,230
2017-08-18T18:00:00.000000,2.7,0.0,1006.2,85.3,77,18,5,230
2017-08-18T19:00:00.000000,3.0,0.0,1006.1,35.9,78,19,5,230
2017-08-18T20:00:00.000000,2.8,0.0,1006.1,8.2,89,20,5,230
2017-08-18T21:00:00.000000,1.5,0.0,1006.1,-5.9,95,21,5,230
2017-08-18T22:00:00.000000,1.8,0.0,1005.5,-6.8,94,22,5,230
2017-08-18T23:00:00.000000,2.0,0.0,1005.2,-6.7,96,23,5,230
2017-08-19T00:00:00.000000,1.2,0.0,1004.6,-6.6,96,0,6,231
2017-08-19T01:00:00.000000,0.6,0.0,1004.2,-5.5,100,1,6,231
2017-08-19T02:00:00.000000,2.0,0.0,1003.5,-6.3,100,2,6,231
2017-08-19T03:00:00.000000,1.4,0.0,1002.8,-6.1,100,3,6,231
2017-08-19T04:00:00.000000,1.3,0.0,1002.0,-5.7,100,4,6,231
2017-08-19T05:00:00.000000,1.4,0.0,1001.7,-4.6,100,5,6,231
2017-08-19T06:00:00.000000,1.6,0.0,1001.6,3.1,100,6,6,231
2017-08-19T07:00:00.000000,0.3,0.0,1001.1,20.4,100,7,6,231
2017-08-19T08:00:00.000000,2.0,0.0,1001.2,26.1,100,8,6,231
2017-08-19T09:00:00.000000,2.5,4.0,1000.9,155.9,97,9,6,231
2017-08-19T10:00:00.000000,3.2,0.0,1001.1,143.2,93,10,6,231
2017-08-19T11:00:00.000000,2.6,0.0,1001.0,158.7,89,11,6,231
2017-08-19T12:00:00.000000,5.5,27.0,1000.9,529.2,68,12,6,231
2017-08-19T13:00:00.000000,5.0,40.0,1001.1,566.3,61,13,6,231
2017-08-19T14:00:00.000000,7.3,57.0,1001.3,709.2,56,14,6,231
2017-08-19T15:00:00.000000,7.0,36.0,1001.8,527.1,61,15,6,231
2017-08-19T16:00:00.000000,6.8,36.0,1002.1,314.0,58,16,6,231
2017-08-19T17:00:00.000000,4.3,46.0,1002.2,331.7,63,17,6,231
2017-08-19T18:00:00.000000,6.2,2.0,1002.3,91.7,66,18,6,231
2017-08-19T19:00:00.000000,5.0,0.0,1002.8,56.0,75,19,6,231
2017-08-19T20:00:00.000000,4.5,0.0,1003.0,12.2,79,20,6,231
2017-08-19T21:00:00.000000,3.1,0.0,1003.4,-6.0,84,21,6,231
2017-08-19T22:00:00.000000,2.7,0.0,1003.7,-5.7,86,22,6,231
2017-08-19T23:00:00.000000,2.7,0.0,1003.8,-5.9,86,23,6,231
2017-08-20T00:00:00.000000,1.4,0.0,1004.0,-7.0,91,0,7,232
2017-08-20T01:00:00.000000,2.4,0.0,1004.2,-6.4,91,1,7,232
2017-08-20T02:00:00.000000,1.7,0.0,1004.4,-6.2,94,2,7,232
2017-08-20T03:00:00.000000,2.1,0.0,1004.7,-6.0,90,3,7,232
2017-08-20T04:00:00.000000,3.0,0.0,1005.1,-6.1,93,4,7,232
2017-08-20T05:00:00.000000,2.4,0.0,1005.2,-4.0,87,5,7,232
2017-08-20T06:00:00.000000,2.4,25.0,1005.4,40.8,87,6,7,232
2017-08-20T07:00:00.000000,1.8,57.0,1005.6,182.8,81,7,7,232
2017-08-20T08:00:00.000000,2.5,6.0,1006.1,153.0,85,8,7,232
2017-08-20T09:00:00.000000,3.9,1.0,1006.2,195.4,80,9,7,232
2017-08-20T10:00:00.000000,3.2,18.0,1006.2,270.8,72,10,7,232
2017-08-20T11:00:00.000000,4.2,36.0,1006.3,399.3,78,11,7,232
2017-08-20T12:00:00.000000,3.0,15.0,1006.6,400.8,70,12,7,232
2017-08-20T13:00:00.000000,2.1,60.0,1006.6,766.9,57,13,7,232
2017-08-20T14:00:00.000000,3.2,59.0,1006.8,671.5,56,14,7,232
2017-08-20T15:00:00.000000,2.8,28.0,1006.9,356.8,57,15,7,232
2017-08-20T16:00:00.000000,3.4,60.0,1007.1,491.7,58,16,7,232
2017-08-20T17:00:00.000000,4.0,60.0,1007.5,416.6,63,17,7,232
2017-08-20T18:00:00.000000,4.0,59.0,1007.7,307.6,70,18,7,232
2017-08-20T19:00:00.000000,2.5,36.0,1008.4,100.0,77,19,7,232
2017-08-20T20:00:00.000000,1.9,4.0,1008.9,3.6,77,20,7,232
2017-08-20T21:00:00.000000,1.7,0.0,1009.5,-6.6,85,21,7,232
2017-08-20T22:00:00.000000,1.0,0.0,1009.9,-6.8,89,22,7,232
2017-08-20T23:00:00.000000,0.1,0.0,1010.3,-7.8,96,23,7,232
2017-08-21T00:00:00.000000,1.4,0.0,1010.8,-8.0,97,0,1,233
2017-08-21T01:00:00.000000,2.1,0.0,1011.2,-7.5,98,1,1,233
2017-08-21T02:00:00.000000,1.3,0.0,1011.4,-7.8,96,2,1,233
2017-08-21T03:00:00.000000,0.8,0.0,1011.7,-7.5,96,3,1,233
2017-08-21T04:00:00.000000,2.2,0.0,1012.0,-7.7,92,4,1,233
2017-08-21T05:00:00.000000,0.4,0.0,1012.4,-5.2,93,5,1,233
2017-08-21T06:00:00.000000,2.9,0.0,1012.7,5.0,79,6,1,233
2017-08-21T07:00:00.000000,3.7,4.0,1013.2,88.5,71,7,1,233
2017-08-21T08:00:00.000000,1.4,33.0,1013.6,243.4,59,8,1,233
2017-08-21T09:00:00.000000,3.4,58.0,1013.9,324.4,58,9,1,233
2017-08-21T10:00:00.000000,4.0,60.0,1013.9,570.8,54,10,1,233
2017-08-21T11:00:00.000000,2.3,26.0,1014.3,402.6,59,11,1,233
2017-08-21T12:00:00.000000,3.7,3.0,1014.5,194.8,58,12,1,233
2017-08-21T13:00:00.000000,2.6,31.0,1014.3,453.6,54,13,1,233
2017-08-21T14:00:00.000000,3.8,49.0,1014.2,491.1,50,14,1,233
2017-08-21T15:00:00.000000,2.7,20.0,1014.3,262.2,64,15,1,233
2017-08-21T16:00:00.000000,3.1,0.0,1014.5,137.3,64,16,1,233
2017-08-21T17:00:00.000000,1.3,16.0,1014.7,149.9,85,17,1,233
2017-08-21T18:00:00.000000,1.8,11.0,1014.8,131.0,82,18,1,233
2017-08-21T19:00:00.000000,3.0,0.0,1015.1,51.0,81,19,1,233
2017-08-21T20:00:00.000000,3.9,0.0,1015.3,6.1,78,20,1,233
2017-08-21T21:00:00.000000,3.7,0.0,1016.1,-6.7,83,21,1,233
2017-08-21T22:00:00.000000,4.1,0.0,1016.7,-7.0,79,22,1,233
2017-08-21T23:00:00.000000,4.9,0.0,1017.0,-6.9,80,23,1,233
2017-08-22T00:00:00.000000,3.5,0.0,1017.5,-7.0,73,0,2,234
2017-08-22T01:00:00.000000,4.9,0.0,1017.7,-6.4,67,1,2,234
2017-08-22T02:00:00.000000,6.2,0.0,1018.3,-6.3,74,2,2,234
2017-08-22T03:00:00.000000,6.6,0.0,1018.4,-6.3,69,3,2,234
2017-08-22T04:00:00.000000,5.4,0.0,1018.9,-6.2,69,4,2,234
2017-08-22T05:00:00.000000,3.5,0.0,1019.4,-5.0,67,5,2,234
2017-08-22T06:00:00.000000,3.0,14.0,1020.0,23.0,66,6,2,234
2017-08-22T07:00:00.000000,3.6,60.0,1020.6,151.4,56,7,2,234
2017-08-22T08:00:00.000000,5.3,60.0,1021.0,286.4,52,8,2,234
2017-08-22T09:00:00.000000,5.1,60.0,1020.9,431.2,47,9,2,234
2017-08-22T10:00:00.000000,2.9,60.0,1020.9,535.7,48,10,2,234
2017-08-22T11:00:00.000000,4.6,60.0,1020.5,628.0,49,11,2,234
2017-08-22T12:00:00.000000,4.9,59.0,1020.1,675.9,44,12,2,234
2017-08-22T13:00:00.000000,3.5,57.0,1020.0,675.8,45,13,2,234
2017-08-22T14:00:00.000000,3.3,56.0,1019.8,612.3,40,14,2,234
2017-08-22T15:00:00.000000,4.4,60.0,1019.7,581.3,42,15,2,234
2017-08-22T16:00:00.000000,3.8,60.0,1019.2,480.1,40,16,2,234
2017-08-22T17:00:00.000000,3.7,60.0,1019.4,360.1,41,17,2,234
2017-08-22T18:00:00.000000,4.1,60.0,1019.5,225.6,45,18,2,234
2017-08-22T19:00:00.000000,2.7,60.0,1019.9,104.0,49,19,2,234
2017-08-22T20:00:00.000000,1.7,21.0,1020.2,11.9,60,20,2,234
2017-08-22T21:00:00.000000,1.6,0.0,1020.7,-7.7,71,21,2,234
2017-08-22T22:00:00.000000,2.9,0.0,1020.7,-7.5,71,22,2,234
2017-08-22T23:00:00.000000,3.6,0.0,1020.8,-6.9,71,23,2,234
2017-08-23T00:00:00.000000,2.1,0.0,1020.9,-7.7,73,0,3,235
2017-08-23T01:00:00.000000,2.9,0.0,1020.7,-7.9,68,1,3,235
2017-08-23T02:00:00.000000,1.0,0.0,1020.6,-7.7,73,2,3,235
2017-08-23T03:00:00.000000,1.9,0.0,1020.2,-8.1,79,3,3,235
2017-08-23T04:00:00.000000,2.0,0.0,1020.1,-8.0,85,4,3,235
2017-08-23T05:00:00.000000,2.0,0.0,1020.2,-5.7,87,5,3,235
2017-08-23T06:00:00.000000,2.1,0.0,1020.0,11.2,85,6,3,235
2017-08-23T07:00:00.000000,0.8,27.0,1019.8,88.3,76,7,3,235
2017-08-23T08:00:00.000000,0.7,60.0,1019.3,265.7,58,8,3,235
2017-08-23T09:00:00.000000,1.0,60.0,1018.9,399.1,54,9,3,235
2017-08-23T10:00:00.000000,1.7,60.0,1018.7,492.5,50,10,3,235
2017-08-23T11:00:00.000000,2.0,60.0,1018.3,603.9,50,11,3,235
2017-08-23T12:00:00.000000,2.6,60.0,1017.6,651.4,55,12,3,235
2017-08-23T13:00:00.000000,2.4,60.0,1017.0,660.0,55,13,3,235
2017-08-23T14:00:00.000000,3.7,60.0,1016.4,631.6,53,14,3,235
2017-08-23T15:00:00.000000,3.7,60.0,1015.9,586.3,57,15,3,235
2017-08-23T16:00:00.000000,4.7,60.0,1015.6,494.1,58,16,3,235
2017-08-23T17:00:00.000000,3.8,60.0,1015.1,289.0,63,17,3,235
2017-08-23T18:00:00.000000,4.2,58.0,1014.8,226.7,72,18,3,235
2017-08-23T19:00:00.000000,3.7,41.0,1014.6,81.4,76,19,3,235
2017-08-23T20:00:00.000000,2.9,0.0,1014.7,6.1,82,20,3,235
2017-08-23T21:00:00.000000,2.0,0.0,1014.3,-6.8,89,21,3,235
2017-08-23T22:00:00.000000,2.1,0.0,1014.1,-7.5,92,22,3,235
2017-08-23T23:00:00.000000,1.3,0.0,1013.9,-7.8,96,23,3,235
2017-08-24T00:00:00.000000,0.5,0.0,1013.5,-8.1,98,0,4,236
2017-08-24T01:00:00.000000,1.2,0.0,1013.1,-8.8,100,1,4,236
2017-08-24T02:00:00.000000,1.4,0.0,1012.8,-7.7,100,2,4,236
2017-08-24T03:00:00.000000,0.7,0.0,1012.3,-7.1,100,3,4,236
2017-08-24T04:00:00.000000,1.0,0.0,1011.8,-7.2,98,4,4,236
2017-08-24T05:00:00.000000,1.1,0.0,1011.6,-6.5,97,5,4,236
2017-08-24T06:00:00.000000,0.5,0.0,1011.5,5.7,95,6,4,236
2017-08-24T07:00:00.000000,0.9,0.0,1011.3,38.3,93,7,4,236
2017-08-24T08:00:00.000000,0.8,32.0,1011.0,189.0,83,8,4,236
2017-08-24T09:00:00.000000,1.2,18.0,1010.8,246.6,82,9,4,236
2017-08-24T10:00:00.000000,1.5,9.0,1010.8,296.9,75,10,4,236
2017-08-24T11:00:00.000000,1.4,24.0,1010.6,405.8,73,11,4,236
2017-08-24T12:00:00.000000,2.3,11.0,1010.3,369.1,69,12,4,236
2017-08-24T13:00:00.000000,3.1,0.0,1010.2,316.2,68,13,4,236
2017-08-24T14:00:00.000000,3.4,0.0,1010.2,110.5,77,14,4,236
2017-08-24T15:00:00.000000,2.1,0.0,1010.1,111.6,94,15,4,236
2017-08-24T16:00:00.000000,2.6,0.0,1009.9,52.4,96,16,4,236
2017-08-24T17:00:00.000000,1.7,0.0,1009.6,26.4,100,17,4,236
2017-08-24T18:00:00.000000,2.1,0.0,1009.4,14.6,100,18,4,236
2017-08-24T19:00:00.000000,1.3,0.0,1009.0,6.4,100,19,4,236
2017-08-24T20:00:00.000000,1.8,0.0,1008.6,-4.4,100,20,4,236
2017-08-24T21:00:00.000000,1.4,0.0,1008.5,-5.1,100,21,4,236
2017-08-24T22:00:00.000000,1.9,0.0,1008.2,-5.4,100,22,4,236
2017-08-24T23:00:00.000000,2.1,0.0,1008.0,-6.1,100,23,4,236
2017-08-25T00:00:00.000000,1.7,0.0,1007.7,-6.1,100,0,5,237
2017-08-25T01:00:00.000000,1.8,0.0,1007.5,-6.3,100,1,5,237
2017-08-25T02:00:00.000000,2.2,0.0,1007.4,-5.9,99,2,5,237
2017-08-25T03:00:00.000000,3.1,0.0,1007.4,-6.5,99,3,5,237
2017-08-25T04:00:00.000000,3.5,0.0,1007.3,-5.7,96,4,5,237
2017-08-25T05:00:00.000000,1.7,0.0,1007.5,-5.1,96,5,5,237
2017-08-25T06:00:00.000000,1.8,0.0,1008.2,12.4,94,6,5,237
2017-08-25T07:00:00.000000,1.1,10.0,1008.6,81.0,85,7,5,237
2017-08-25T08:00:00.000000,1.0,57.0,1009.0,235.8,68,8,5,237
2017-08-25T09:00:00.000000,3.8,60.0,1009.5,394.4,65,9,5,237
2017-08-25T10:00:00.000000,3.0,60.0,1009.8,507.4,64,10,5,237
2017-08-25T11:00:00.000000,1.5,60.0,1010.1,591.2,65,11,5,237
2017-08-25T12:00:00.000000,0.8,53.0,1010.1,618.1,54,12,5,237
2017-08-25T13:00:00.000000,2.3,39.0,1010.2,492.3,60,13,5,237
2017-08-25T14:00:00.000000,2.4,60.0,1010.3,597.6,54,14,5,237
2017-08-25T15:00:00.000000,2.9,60.0,1010.4,521.9,54,15,5,237
2017-08-25T16:00:00.000000,2.2,60.0,1010.4,421.8,59,16,5,237
2017-08-25T17:00:00.000000,2.0,60.0,1010.4,337.0,52,17,5,237
2017-08-25T18:00:00.000000,3.1,60.0,1010.4,216.9,59,18,5,237
2017-08-25T19:00:00.000000,2.9,60.0,1010.7,101.3,49,19,5,237
2017-08-25T20:00:00.000000,0.5,3.0,1011.4,7.4,64,20,5,237
2017-08-25T21:00:00.000000,1.9,0.0,1011.6,-7.5,71,21,5,237
2017-08-25T22:00:00.000000,2.0,0.0,1012.0,-7.1,88,22,5,237
2017-08-25T23:00:00.000000,0.8,0.0,1012.2,-7.3,95,23,5,237
2017-08-26T00:00:00.000000,2.2,0.0,1012.4,-8.1,97,0,6,238
2017-08-26T01:00:00.000000,1.4,0.0,1012.6,-6.2,92,1,6,238
2017-08-26T02:00:00.000000,2.8,0.0,1012.7,-6.4,90,2,6,238
2017-08-26T03:00:00.000000,4.3,0.0,1013.1,-6.2,74,3,6,238
2017-08-26T04:00:00.000000,5.3,0.0,1013.6,-6.1,63,4,6,238
2017-08-26T05:00:00.000000,5.6,0.0,1013.9,-5.6,63,5,6,238
2017-08-26T06:00:00.000000,3.2,0.0,1014.7,1.6,61,6,6,238
2017-08-26T07:00:00.000000,4.1,0.0,1015.2,36.8,61,7,6,238
2017-08-26T08:00:00.000000,3.5,4.0,1015.5,142.7,54,8,6,238
2017-08-26T09:00:00.000000,3.2,33.0,1015.5,351.6,50,9,6,238
2017-08-26T10:00:00.000000,2.8,60.0,1015.5,500.0,52,10,6,238
2017-08-26T11:00:00.000000,2.5,60.0,1015.2,544.7,49,11,6,238
2017-08-26T12:00:00.000000,2.1,60.0,1014.8,534.6,50,12,6,238
2017-08-26T13:00:00.000000,1.3,60.0,1014.4,652.7,48,13,6,238
2017-08-26T14:00:00.000000,2.8,60.0,1014.2,637.3,49,14,6,238
2017-08-26T15:00:00.000000,2.4,41.0,1014.0,393.5,52,15,6,238
2017-08-26T16:00:00.000000,1.9,0.0,1013.6,194.1,55,16,6,238
2017-08-26T17:00:00.000000,2.0,0.0,1013.7,175.1,56,17,6,238
2017-08-26T18:00:00.000000,0.6,26.0,1013.2,148.9,53,18,6,238
2017-08-26T19:00:00.000000,1.0,0.0,1013.4,16.3,65,19,6,238
2017-08-26T20:00:00.000000,2.3,0.0,1013.4,-0.9,77,20,6,238
2017-08-26T21:00:00.000000,1.8,0.0,1013.5,-7.4,82,21,6,238
2017-08-26T22:00:00.000000,3.2,0.0,1013.4,-7.0,83,22,6,238
2017-08-26T23:00:00.000000,0.9,0.0,1013.6,-7.0,86,23,6,238
2017-08-27T00:00:00.000000,3.0,0.0,1013.6,-7.8,91,0,7,239
2017-08-27T01:00:00.000000,2.9,0.0,1013.7,-7.8,89,1,7,239
2017-08-27T02:00:00.000000,2.1,0.0,1013.8,-7.7,92,2,7,239
2017-08-27T03:00:00.000000,1.6,0.0,1013.7,-7.6,91,3,7,239
2017-08-27T04:00:00.000000,1.2,0.0,1013.8,-7.8,93,4,7,239
2017-08-27T05:00:00.000000,1.0,0.0,1014.1,-7.0,99,5,7,239
2017-08-27T06:00:00.000000,2.3,15.0,1014.4,19.7,99,6,7,239
2017-08-27T07:00:00.000000,3.7,60.0,1014.3,117.1,70,7,7,239
2017-08-27T08:00:00.000000,3.5,60.0,1014.7,252.3,62,8,7,239
2017-08-27T09:00:00.000000,1.3,60.0,1015.0,382.0,61,9,7,239
2017-08-27T10:00:00.000000,1.1,60.0,1014.8,493.7,54,10,7,239
2017-08-27T11:00:00.000000,0.8,60.0,1014.9,578.7,52,11,7,239
2017-08-27T12:00:00.000000,2.0,60.0,1014.8,632.7,53,12,7,239
2017-08-27T13:00:00.000000,1.5,60.0,1014.7,645.5,45,13,7,239
2017-08-27T14:00:00.000000,1.4,60.0,1014.6,616.6,40,14,7,239
2017-08-27T15:00:00.000000,2.9,60.0,1014.5,544.6,42,15,7,239
2017-08-27T16:00:00.000000,2.9,60.0,1014.6,449.1,45,16,7,239
2017-08-27T17:00:00.000000,2.9,60.0,1014.7,333.2,39,17,7,239
2017-08-27T18:00:00.000000,1.4,60.0,1014.6,205.8,40,18,7,239
2017-08-27T19:00:00.000000,1.8,59.0,1015.0,75.8,47,19,7,239
2017-08-27T20:00:00.000000,0.1,0.0,1015.3,-2.0,68,20,7,239
2017-08-27T21:00:00.000000,1.2,0.0,1015.7,-9.3,79,21,7,239
2017-08-27T22:00:00.000000,1.1,0.0,1015.9,-8.6,87,22,7,239
2017-08-27T23:00:00.000000,2.1,0.0,1016.3,-7.7,90,23,7,239
2017-08-28T00:00:00.000000,2.2,0.0,1016.4,-7.2,92,0,1,240
2017-08-28T01:00:00.000000,1.9,0.0,1016.3,-7.1,95,1,1,240
2017-08-28T02:00:00.000000,2.3,0.0,1016.1,-7.0,97,2,1,240
2017-08-28T03:00:00.000000,1.2,0.0,1016.0,-5.9,94,3,1,240
2017-08-28T04:00:00.000000,0.5,0.0,1015.7,-6.8,96,4,1,240
2017-08-28T05:00:00.000000,0.6,0.0,1015.6,-6.8,97,5,1,240
2017-08-28T06:00:00.000000,2.0,0.0,1015.5,5.4,99,6,1,240
2017-08-28T07:00:00.000000,2.0,0.0,1015.5,13.6,99,7,1,240
2017-08-28T08:00:00.000000,2.6,0.0,1015.2,86.8,94,8,1,240
2017-08-28T09:00:00.000000,4.0,43.0,1015.1,347.7,80,9,1,240
2017-08-28T10:00:00.000000,4.8,57.0,1014.6,552.8,71,10,1,240
2017-08-28T11:00:00.000000,4.4,30.0,1014.3,418.1,67,11,1,240
2017-08-28T12:00:00.000000,4.3,42.0,1014.1,507.4,64,12,1,240
2017-08-28T13:00:00.000000,5.4,43.0,1013.8,528.6,59,13,1,240
2017-08-28T14:00:00.000000,3.8,13.0,1013.9,294.7,64,14,1,240
2017-08-28T15:00:00.000000,5.9,0.0,1013.6,205.6,71,15,1,240
2017-08-28T16:00:00.000000,5.7,0.0,1013.4,135.3,72,16,1,240
2017-08-28T17:00:00.000000,3.7,0.0,1013.1,43.5,77,17,1,240
2017-08-28T18:00:00.000000,5.3,0.0,1012.8,29.4,81,18,1,240
2017-08-28T19:00:00.000000,4.2,0.0,1012.4,7.9,81,19,1,240
2017-08-28T20:00:00.000000,4.8,0.0,1012.5,-4.8,87,20,1,240
2017-08-28T21:00:00.000000,3.5,0.0,1012.3,-6.4,96,21,1,240
2017-08-28T22:00:00.000000,4.9,0.0,1011.9,-6.3,99,22,1,240
2017-08-28T23:00:00.000000,3.0,0.0,1011.6,-6.0,98,23,1,240
2017-08-29T00:00:00.000000,4.4,0.0,1010.6,-5.8,97,0,2,241
2017-08-29T01:00:00.000000,3.8,0.0,1010.0,-5.6,95,1,2,241
2017-08-29T02:00:00.000000,3.6,0.0,1009.8,-5.8,100,2,2,241
2017-08-29T03:00:00.000000,4.2,0.0,1009.7,-3.9,100,3,2,241
2017-08-29T04:00:00.000000,3.0,0.0,1008.9,-3.6,100,4,2,241
2017-08-29T05:00:00.000000,3.5,0.0,1008.6,-3.8,100,5,2,241
2017-08-29T06:00:00.000000,3.8,0.0,1008.2,-0.7,100,6,2,241
2017-08-29T07:00:00.000000,3.5,0.0,1008.1,5.0,100,7,2,241
2017-08-29T08:00:00.000000,3.9,0.0,1007.4,7.6,97,8,2,241
2017-08-29T09:00:00.000000,4.7,0.0,1007.3,48.4,95,9,2,241
2017-08-29T10:00:00.000000,4.0,0.0,1007.0,70.4,95,10,2,241
2017-08-29T11:00:00.000000,3.6,0.0,1006.9,26.5,97,11,2,241
2017-08-29T12:00:00.000000,5.4,0.0,1006.6,53.7,94,12,2,241
2017-08-29T13:00:00.000000,5.3,0.0,1006.2,144.4,93,13,2,241
2017-08-29T14:00:00.000000,5.1,0.0,1005.5,53.9,93,14,2,241
2017-08-29T15:00:00.000000,5.6,0.0,1005.1,32.7,91,15,2,241
2017-08-29T16:00:00.000000,4.4,0.0,1004.8,21.7,92,16,2,241
2017-08-29T17:00:00.000000,5.0,0.0,1004.4,27.9,93,17,2,241
2017-08-29T18:00:00.000000,4.5,0.0,1004.2,31.5,93,18,2,241
2017-08-29T19:00:00.000000,4.9,0.0,1004.3,-0.6,92,19,2,241
2017-08-29T20:00:00.000000,3.0,0.0,1004.1,-4.7,96,20,2,241
2017-08-29T21:00:00.000000,2.8,0.0,1004.2,-5.9,96,21,2,241
2017-08-29T22:00:00.000000,2.5,0.0,1004.2,-6.3,98,22,2,241
2017-08-29T23:00:00.000000,2.1,0.0,1004.4,-6.5,94,23,2,241
2017-08-30T00:00:00.000000,0.3,0.0,1004.5,-7.2,91,0,3,242
2017-08-30T01:00:00.000000,0.6,0.0,1004.8,-7.5,94,1,3,242
2017-08-30T02:00:00.000000,1.0,0.0,1005.2,-8.0,92,2,3,242
2017-08-30T03:00:00.000000,2.0,0.0,1005.7,-7.1,68,3,3,242
2017-08-30T04:00:00.000000,2.9,0.0,1006.2,-7.3,63,4,3,242
2017-08-30T05:00:00.000000,1.5,0.0,1006.6,-6.7,68,5,3,242
2017-08-30T06:00:00.000000,1.3,11.0,1007.3,11.2,78,6,3,242
2017-08-30T07:00:00.000000,1.7,60.0,1007.6,115.3,68,7,3,242
2017-08-30T08:00:00.000000,1.9,60.0,1008.2,224.7,58,8,3,242
2017-08-30T09:00:00.000000,2.0,60.0,1008.5,363.1,56,9,3,242
2017-08-30T10:00:00.000000,2.8,60.0,1009.1,471.6,52,10,3,242
2017-08-30T11:00:00.000000,2.5,60.0,1009.3,525.0,44,11,3,242
2017-08-30T12:00:00.000000,4.9,60.0,1009.3,676.8,43,12,3,242
2017-08-30T13:00:00.000000,2.3,60.0,1009.1,572.5,43,13,3,242
2017-08-30T14:00:00.000000,3.1,60.0,1009.2,515.0,45,14,3,242
2017-08-30T15:00:00.000000,3.0,60.0,1009.2,495.6,42,15,3,242
2017-08-30T16:00:00.000000,2.4,60.0,1008.9,361.5,44,16,3,242
2017-08-30T17:00:00.000000,4.0,4.0,1008.9,163.6,51,17,3,242
2017-08-30T18:00:00.000000,2.8,0.0,1008.9,112.0,57,18,3,242
2017-08-30T19:00:00.000000,2.9,0.0,1009.3,37.7,66,19,3,242
2017-08-30T20:00:00.000000,2.0,0.0,1009.6,-3.6,71,20,3,242
2017-08-30T21:00:00.000000,1.6,0.0,1009.9,-6.9,78,21,3,242
2017-08-30T22:00:00.000000,1.4,0.0,1009.7,-7.8,88,22,3,242
2017-08-30T23:00:00.000000,1.9,0.0,1009.7,-7.6,93,23,3,242
2017-08-31T00:00:00.000000,2.6,0.0,1009.4,-7.2,94,0,4,243
2017-08-31T01:00:00.000000,2.2,0.0,1008.8,-6.5,91,1,4,243
2017-08-31T02:00:00.000000,1.5,0.0,1008.1,-7.0,92,2,4,243
2017-08-31T03:00:00.000000,1.2,0.0,1008.2,-7.9,94,3,4,243
2017-08-31T04:00:00.000000,0.8,0.0,1007.9,-7.0,94,4,4,243
2017-08-31T05:00:00.000000,1.3,0.0,1008.1,-6.8,89,5,4,243
2017-08-31T06:00:00.000000,0.4,0.0,1007.9,-1.9,90,6,4,243
2017-08-31T07:00:00.000000,1.1,0.0,1007.4,41.8,77,7,4,243
